"filename", "language", "Properties", "JSON", "JavaScript", "HTML", "CSS", "Markdown", "SCSS", "comment", "blank", "total"
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.foundation.css", "CSS", 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.foundation.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.jqueryui.css", "CSS", 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.jqueryui.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.semanticui.css", "CSS", 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/css/colReorder.semanticui.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.bootstrap.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.bootstrap.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.bootstrap4.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.dataTables.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.foundation.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.foundation.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.jqueryui.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.jqueryui.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.semanicui.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.semanticui.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/colReorder.semanticui.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/dataTables.colReorder.js", "JavaScript", 0, 0, 800, 0, 0, 0, 0, 468, 224, 1492
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/ColReorder-1.5.2/js/dataTables.colReorder.min.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 14, 1, 41
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.bootstrap.css", "CSS", 0, 0, 0, 0, 175, 0, 0, 3, 10, 188
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.bootstrap.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.bootstrap4.css", "CSS", 0, 0, 0, 0, 197, 0, 0, 0, 10, 207
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.foundation.css", "CSS", 0, 0, 0, 0, 113, 0, 0, 0, 6, 119
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.foundation.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.jqueryui.css", "CSS", 0, 0, 0, 0, 444, 0, 0, 33, 5, 482
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.jqueryui.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/roman/Desktop/P.Magazzino-main/public/scripts/cdn/DataTables/DataTables-1.10.20/css/dataTables.semanticui.css", "CSS", 0, 0, 0, 0, 98, 0, 0, 3, 2, 103
